id,Category,Locus,Gene Name,Aliases,Assigned Function,deseq2_log2_FC,Avg. Expression,lfc SE,wald stat,p-value,deseq2_q_value,ERGO.Function,GenBank.Function,strand,length.nt.,length.aa.,GRAVY,Molecular.Weight,Iso.electric.Point,gene.name,Kegg.Orthology,COG_Category_description,KEGG_Pathway_names,eggnog_COG_category,eggnog_seed_ortholog,eggnog_evalue,eggnog_score,eggnog_Description,eggnog_Preferred_name,eggnog_GOs,eggnog_EC,eggnog_KEGG_ko,eggnog_KEGG_Pathway,eggnog_KEGG_Module,eggnog_KEGG_Reaction,eggnog_KEGG_rclass,eggnog_BRITE,eggnog_KEGG_TC,eggnog_CAZy,eggnog_BiGG_Reaction,eggnog_PFAMs,TransAAP_Transporter_Family,TransAAP_Subfamily,TransAAP_Substrate_Function
RCHGF000031,Uncategorized;,AENW01000059,pulA,"pulA, HMPREF9406_3848, EFR35575.1",Pullulanase (EC 3.2.1.41),-2.45,306,0.728,-3.36,7.79e-4,0.00677,Pullulanase (EC 3.2.1.41),"pullulanase, type I (EC 3.2.1.41)",negative,2136,712,-0.46629213483146,82735.6725000004,5.54949951171875,pulA,K01200 - pulA - pullulanase [EC:3.2.1.41] [3.2.1.41],(G) Carbohydrate metabolism and transport,Starch and sucrose metabolism; Metabolic pathways; Biosynthesis of secondary metabolites,G,908340.HMPREF9406_3848,0,1466,Belongs to the glycosyl hydrolase 13 family,pulA,-,3.2.1.41,ko:K01200,"ko00500,ko01100,ko01110,map00500,map01100,map01110",-,R02111,-,"ko00000,ko00001,ko01000",-,"CBM48,GH13",-,"AMPK1_CBM,Alpha-amylase,Big_2,CBM_48,PUD",NA,NA,NA
RCHGF000034,metabolic process;cellular process;,AENW01000059,glgP,"glgP, HMPREF9406_3851, EFR35614.1",Glycogen phosphorylase (EC 2.4.1.1),-2.81,1620,0.328,-8.56,1.11e-17,1.1e-15,Glycogen phosphorylase (EC 2.4.1.1),"phosphorylase, glycogen/starch/alpha-glucan family (EC 2.4.1.1)",negative,2412,804,-0.394527363184079,92772.5458000005,5.45977783203125,glgP,"K00688 - PYG, glgP - glycogen phosphorylase [EC:2.4.1.1] [2.4.1.1]",(G) Carbohydrate metabolism and transport,Starch and sucrose metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Biofilm formation - Escherichia coli; Necroptosis; Insulin signaling pathway; Glucagon signaling pathway; Insulin resistance,G,908340.HMPREF9406_3851,0,1622,"Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties",glgP,-,2.4.1.1,ko:K00688,"ko00500,ko01100,ko01110,ko02026,ko04217,ko04910,ko04922,ko04931,map00500,map01100,map01110,map02026,map04217,map04910,map04922,map04931",-,R02111,-,"ko00000,ko00001,ko01000",-,GT35,-,Phosphorylase,NA,NA,NA
RCHGF000042,Uncategorized;,AENW01000059,null,"HMPREF9406_3859, EFR35629.1",NA,-1.91,443,0.735,-2.6,0.00944,0.0499,NA,"glycosyltransferase, group 2 family protein (EC 2.4.-.-)",negative,2586,862,-0.404988399071925,101296.704400001,8.98748779296875,None,K09809 - tagF - CDP-glycerol glycerophosphotransferase [EC:2.7.8.12] [2.7.8.12],(M) Cell wall/membrane/envelop biogenesis,-,M,908340.HMPREF9406_3859,0,1729,Glycosyltransferase like family 2,-,-,-,-,-,-,-,-,-,-,-,-,Glycos_transf_2,NA,NA,NA
RCHGF000043,Uncategorized;,AENW01000059,null,"HMPREF9406_3860, EFR35605.1",NA,-1.27,2710,0.366,-3.47,5.29e-4,0.00493,NA,"glycosyltransferase, group 2 family protein (EC 2.4.-.-)",negative,3450,1150,-0.487652173913042,134314.155,7.91827392578125,None,K09809 - tagF - CDP-glycerol glycerophosphotransferase [EC:2.7.8.12] [2.7.8.12],(M) Cell wall/membrane/envelop biogenesis,-,M,908340.HMPREF9406_3860,0,2316,CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase,-,-,-,-,-,-,-,-,-,-,-,-,"Glycos_transf_2,Glyphos_transf",NA,NA,NA
RCHGF000047,Uncategorized;,AENW01000059,null,"HMPREF9406_3864, EFR35539.1",NA,2.13,5730,0.265,8.03,9.96e-16,7.82e-14,NA,fibronectin type III domain protein,negative,1971,657,-0.626940639269406,74549.7469000003,8.86700439453125,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_3864,0,1335,Metallo-beta-lactamase superfamily,-,-,-,-,-,-,-,-,-,-,-,-,"Lactamase_B,fn3",NA,NA,NA
RCHGF000048,Uncategorized;,AENW01000059,null,"HMPREF9406_3865, EFR35615.1",NA,2.47,11400,0.414,5.96,2.54e-9,7.7e-8,NA,"Gram-positive signal peptide protein, YSIRK family",negative,813,271,-0.534317343173432,31859.6015,9.56341552734375,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_3865,1.7099999999999997e-200,554,GlcNAc-PI de-N-acetylase,-,-,-,-,-,-,-,-,-,-,-,-,PIG-L,NA,NA,NA
RCHGF000054,Uncategorized;,AENW01000059,null,"HMPREF9406_3871, EFR35569.1",NA,-2.27,428,0.783,-2.9,0.0037200000000000002,0.0244,NA,hypothetical protein,negative,135,45,0.313333333333333,4720.4206,4.19635009765625,None,NA,(G) Carbohydrate metabolism and transport,-,G,658659.HMPREF0983_03326,9.179999999999999e-23,88.6,phosphocarrier protein HPr,ptsH,-,-,ko:K11189,-,-,-,-,"ko00000,ko02000",4.A.2.1,-,-,PTS-HPr,NA,NA,NA
RCHGF000062,localization;,AENW01000059,null,"HMPREF9406_3879, EFR35609.1",Hypothetical membrane spanning protein,-1.66,300,0.617,-2.69,0.00719,0.0413,Hypothetical membrane spanning protein,hypothetical protein,negative,1182,394,0.778172588832488,43679.7503,8.82232666015625,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_3879,5.31e-266,730,AI-2E family transporter,-,-,-,-,-,-,-,-,-,-,-,-,AI-2E_transport,AI-2E,NA,Autoinducer-2 export
RCHGF000063,metabolic process;cellular process;response to stimulus;,AENW01000059,uvrB,"uvrB, HMPREF9406_3880, EFR35603.1",Excinuclease ABC subunit B,-2.95,450,0.737,-4,6.31e-5,7.76e-4,Excinuclease ABC subunit B,"excinuclease ABC, B subunit (EC 3.1.25.-)",negative,1974,658,-0.427203647416413,75562.5973000004,5.70477294921875,uvrB,K03702 - uvrB - excinuclease ABC subunit B,(L) Replication and repair,Nucleotide excision repair,L,908340.HMPREF9406_3880,0,1280,"damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage",uvrB,-,-,ko:K03702,"ko03420,map03420",-,-,-,"ko00000,ko00001,ko03400",-,-,-,"Helicase_C,ResIII,UVR,UvrB",NA,NA,NA
RCHGF000074,Uncategorized;,AENW01000059,null,"HMPREF9406_3891, EFR35587.1",Phage protein,3.13,45,0.787,3.97,7.1e-5,8.65e-4,Phage protein,phage replisome organizer N-terminal domain protein,negative,732,244,-0.589754098360656,27988.3721,6.04437255859375,None,NA,(L) Replication and repair,-,L,908340.HMPREF9406_3891,5.809999999999999e-165,462,Phage replisome organizer,-,-,-,-,-,-,-,-,-,-,-,-,"DnaB_2,Phage_rep_org_N",NA,NA,NA
RCHGF000092,Uncategorized;,AENW01000059,null,"HMPREF9406_3909, EFR35620.1",NA,1.41,643,0.446,3.17,0.00152,0.0119,NA,"peptidase, M23 family",negative,1446,482,-0.605394190871368,54567.1735000001,5.75958251953125,None,NA,(D) Cell cycle control and mitosis,-,D,908340.HMPREF9406_3909,1.95e-278,769,Peptidase M23,envC_1,-,-,ko:K21471,-,-,-,-,"ko00000,ko01000,ko01002,ko01011",-,-,-,Peptidase_M23,NA,NA,NA
RCHGF000103,Uncategorized;,AENW01000059,null,"HMPREF9406_3920, EFR35546.1",NA,-1.28,1080,0.342,-3.73,1.91e-4,0.00208,NA,glycosyl hydrolase family 25,negative,1707,569,-0.679789103690685,64960.2669000001,8.22235107421875,None,NA,(M) Cell wall/membrane/envelop biogenesis,Other glycan degradation,M,908340.HMPREF9406_3920,0,1175,Glycosyl hydrolases family 25,lytC,-,"3.2.1.17,3.2.1.96","ko:K01185,ko:K01227","ko00511,map00511",-,-,-,"ko00000,ko00001,ko01000",-,-,-,"CW_binding_1,Glyco_hydro_25,LysM",NA,NA,NA
RCHGF000104,metabolic process;cellular process;,AENW01000059,prfB,"prfB, HMPREF9406_3921, EFR35582.1",Bacterial Peptide Chain Release Factor 2 (RF-2),-2.55,360,0.759,-3.36,7.67e-4,0.0067,Bacterial Peptide Chain Release Factor 2 (RF-2),peptide chain release factor 2,negative,1047,349,-0.536389684813754,40033.6227,5.10479736328125,prfB,K02836 - prfB - peptide chain release factor 2,(J) Translation,-,J,908340.HMPREF9406_3921,3.3899999999999996e-253,694,Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA,prfB,-,-,ko:K02836,-,-,-,-,"ko00000,ko03012",-,-,-,"PCRF,RF-1",NA,NA,NA
RCHGF000105,cellular process;localization;,AENW01000059,secA,"secA, HMPREF9406_3922, EFR35540.1",Protein translocase subunit secA,-3.49,513,0.841,-4.15,3.34e-5,4.39e-4,Protein translocase subunit secA,"preprotein translocase, SecA subunit",negative,2346,782,-0.500383631713554,89458.4498000004,5.37481689453125,secA,K03070 - secA - preprotein translocase subunit SecA [EC:7.4.2.8] [7.4.2.8],(U) Intracellular trafficing and secretion,Quorum sensing; Protein export; Bacterial secretion system,U,908340.HMPREF9406_3922,0,1528,"Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane",secA,-,-,ko:K03070,"ko02024,ko03060,ko03070,map02024,map03060,map03070",M00335,-,-,"ko00000,ko00001,ko00002,ko02044","3.A.5.1,3.A.5.10,3.A.5.2,3.A.5.4",-,-,"Helicase_C,SEC-C,SecA_DEAD,SecA_PP_bind,SecA_SW",NA,NA,NA
RCHGF000106,Uncategorized;,AENW01000059,null,"HMPREF9406_3923, EFR35588.1",NA,-7.23,2130,1.08,-6.67,2.55e-11,1.09e-9,NA,hypothetical protein,negative,753,251,0.053784860557769,25114.9487,4.32281494140625,None,NA,(M) Cell wall/membrane/envelop biogenesis,-,M,908340.HMPREF9406_3923,1.04e-120,351,PFAM Collagen triple helix repeat (20 copies),-,-,-,-,-,-,-,-,-,-,-,-,Collagen,NA,NA,NA
RCHGF000107,metabolic process;cellular process;biological regulation;,AENW01000059,cspB_1,"cspB_1, HMPREF9406_3924, EFR35549.1",Cold shock protein,-4.71,1040,0.815,-5.78,7.47e-9,2.1e-7,Cold shock protein,cold-shock DNA-binding domain protein,negative,195,65,-0.383076923076923,7490.4401,4.94342041015625,cspB_1,K03704 - cspA - cold shock protein,(K) Transcription,-,K,908340.HMPREF9406_3924,1.13e-40,134,'Cold-shock' DNA-binding domain,-,-,-,-,-,-,-,-,-,-,-,-,CSD,NA,NA,NA
RCHGF000108,metabolic process;cellular process;biological regulation;,AENW01000059,cspB_2,"cspB_2, HMPREF9406_3925, EFR35572.1",Cold shock protein,-4.91,79.2,1.53,-3.2,0.00136,0.0108,Cold shock protein,cold-shock DNA-binding domain protein,negative,195,65,-0.92,7398.0651,5.23236083984375,cspB_2,K03704 - cspA - cold shock protein,(K) Transcription,-,K,908340.HMPREF9406_3925,1.66e-42,138,Cold shock protein,cspB,-,-,ko:K03704,-,-,-,-,"ko00000,ko03000",-,-,-,CSD,NA,NA,NA
RCHGF000111,metabolic process;cellular process;,AENW01000059,galE,"galE, HMPREF9406_3928, EFR35586.1",UDP-glucose 4-epimerase (EC 5.1.3.2) / UDP-N-acetylglucosamine 4-epimerase (EC 5.1.3.7),-1.23,550,0.455,-2.7,0.00699,0.0405,UDP-glucose 4-epimerase (EC 5.1.3.2) / UDP-N-acetylglucosamine 4-epimerase (EC 5.1.3.7),UDP-glucose 4-epimerase (EC 5.1.3.2),negative,1008,336,-0.130357142857143,37190.9872,5.08612060546875,galE,"K01784 - galE, GALE - UDP-glucose 4-epimerase [EC:5.1.3.2] [5.1.3.2]",(M) Cell wall/membrane/envelop biogenesis,Galactose metabolism; Amino sugar and nucleotide sugar metabolism; Metabolic pathways,M,908340.HMPREF9406_3928,7.089999999999998e-253,692,Belongs to the NAD(P)-dependent epimerase dehydratase family,galE,-,5.1.3.2,ko:K01784,"ko00052,ko00520,ko01100,map00052,map00520,map01100","M00361,M00362,M00632","R00291,R02984",RC00289,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Epimerase,GDP_Man_Dehyd",NA,NA,NA
RCHGF000119,Uncategorized;,AENW01000059,null,"HMPREF9406_3936, EFR35619.1",NA,2.15,62.4,0.705,3.04,0.00235,0.0172,NA,hypothetical protein,positive,981,327,-0.285932721712539,37154.2016000001,6.68096923828125,None,NA,NA,-,-,908340.HMPREF9406_3936,1.0299999999999999e-236,650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF000139,Uncategorized;,AENW01000058,null,"HMPREF9406_1429, EFR35756.1",Germination protein germ,-4.56,522,0.869,-5.25,1.56e-7,3.56e-6,Germination protein germ,hypothetical protein,positive,978,326,-0.195092024539877,36439.2156,5.18475341796875,None,K06298 - gerM - germination protein M,(S) Function Unknown,-,S,908340.HMPREF9406_1429,1.3299999999999995e-227,627,COG5401 Spore germination protein,gerM,-,-,ko:K06298,-,-,-,-,ko00000,-,-,-,Germane,NA,NA,NA
RCHGF000140,Uncategorized;,AENW01000058,null,"HMPREF9406_1430, EFR35800.1",Phosphoesterase family protein,-1.97,724,0.553,-3.56,3.71e-4,0.00367,Phosphoesterase family protein,phosphodiesterase family protein (EC 3.1.-.-),positive,489,163,-0.393251533742331,18496.4202,5.50262451171875,None,K07095 - K07095 - uncharacterized protein,(S) Function Unknown,-,S,908340.HMPREF9406_1430,9.299999999999998e-122,346,Phosphoesterase,yfcE1,-,-,ko:K07095,-,-,-,-,ko00000,-,-,-,Metallophos_2,NA,NA,NA
RCHGF000141,Uncategorized;,AENW01000058,null,"HMPREF9406_1431, EFR35848.1",NA,-2.58,228,0.863,-2.99,0.0028,0.0197,NA,hypothetical protein,positive,1188,396,-0.192929292929293,43200.7566,5.17608642578125,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_1431,9.969999999999999e-288,785,F420-0:Gamma-glutamyl ligase,-,-,-,-,-,-,-,-,-,-,-,-,F420_ligase,NA,NA,NA
RCHGF000144,Uncategorized;,AENW01000058,null,"HMPREF9406_1434, EFR35639.1",NA,-4.61,66.6,1.46,-3.15,0.00163,0.0126,NA,hypothetical protein,positive,735,245,0.58204081632653,28603.7948,7.08575439453125,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_1434,2.4099999999999996e-178,496,Sporulation factor SpoIIGA,-,-,-,-,-,-,-,-,-,-,-,-,Peptidase_U4,NA,NA,NA
RCHGF000147,Uncategorized;,AENW01000058,null,"HMPREF9406_1437, EFR35845.1",NA,-6.6,256,1.5,-4.41,1.01e-5,1.54e-4,NA,"sporulation protein, YlmC/YmxH family",positive,243,81,0.277777777777778,9342.81119999999,4.67254638671875,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_1437,9.780000000000001e-58,178,PRC-barrel domain,-,-,-,-,-,-,-,-,-,-,-,-,PRC,NA,NA,NA
RCHGF000168,metabolic process;,AENW01000058,null,"HMPREF9406_1458, EFR35674.1",phosphoesterase (EC 3.1.-.-),2.04,645,0.339,6,1.94e-9,6.06e-8,phosphoesterase (EC 3.1.-.-),hypothetical protein,negative,873,291,-0.032302405498282,32070.676,6.21551513671875,None,K07098 - K07098 - uncharacterized protein,(S) Function Unknown,-,S,908340.HMPREF9406_1458,3.42e-201,558,Calcineurin-like phosphoesterase superfamily domain,-,-,-,ko:K07098,-,-,-,-,ko00000,-,-,-,Metallophos,NA,NA,NA
RCHGF000175,Uncategorized;,AENW01000058,null,"HMPREF9406_1465, EFR35774.1",NA,1.48,464,0.342,4.34,1.46e-5,2.12e-4,NA,hypothetical protein,negative,1656,552,0.450724637681162,63668.4911000003,8.11639404296875,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF000177,metabolic process;cellular process;,AENW01000058,hit,"hit, HMPREF9406_1467, EFR35880.1",Adenosine 5'-monophosphoramidase,2.07,604,0.345,5.99,2.13e-9,6.5e-8,Adenosine 5'-monophosphoramidase,histidine triad domain protein,negative,390,130,-0.030769230769231,14730,5.68475341796875,hit,"K02503 - HINT1, hinT, hit - histidine triad (HIT) family protein",(F) Nucleotide metabolism and transport; (G) Carbohydrate metabolism and transport,-,FG,908340.HMPREF9406_1467,6.8399999999999995e-90,263,Protein similar to CwfJ C-terminus 1,-,-,-,-,-,-,-,-,-,-,-,-,HIT,NA,NA,NA
RCHGF000182,Uncategorized;,AENW01000058,null,"HMPREF9406_1472, EFR35858.1",NA,-4.79,425,1.05,-4.55,5.48e-6,8.81e-5,NA,SufB/sufD domain protein,positive,786,262,-0.227099236641222,29040.6214,5.30657958984375,None,NA,"(O) Post-translational modification, protein turnover, chaperone functions",-,O,908340.HMPREF9406_1472,2.4899999999999996e-184,513,TIGRFAM FeS assembly protein SufD,sufD,-,-,"ko:K07033,ko:K09015",-,-,-,-,ko00000,-,-,-,UPF0051,ABC,membrane,unknown substrate
RCHGF000183,metabolic process;cellular process;,AENW01000058,sufS,"sufS, HMPREF9406_1473, EFR35733.1",NA,-5.51,714,1.07,-5.17,2.33e-7,5.14e-6,NA,"cysteine desulfurase, SufS subfamily",positive,1230,410,0.005853658536585,45620.5846000001,5.44940185546875,sufS,K11717 - sufS - cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16] [2.8.1.7 4.4.1.16],(E) Amino Acid metabolis and transport,Selenocompound metabolism; Metabolic pathways,E,908340.HMPREF9406_1473,7.2399999999999986e-304,827,"Catalyzes the removal of elemental sulfur and selenium atoms from L-cysteine, L-cystine, L-selenocysteine, and L- selenocystine to produce L-alanine",sufS,-,"2.8.1.7,4.4.1.16",ko:K11717,"ko00450,ko01100,map00450,map01100",-,"R03599,R11528","RC00961,RC01789,RC02313","ko00000,ko00001,ko01000",-,-,-,Aminotran_5,NA,NA,NA
RCHGF000188,Uncategorized;,AENW01000058,null,"HMPREF9406_1478, EFR35672.1",NA,1.95,50.8,0.744,2.62,0.00878,0.0473,NA,hypothetical protein,positive,456,152,-0.318421052631579,17485.2074,9.60858154296875,None,NA,(S) Function Unknown,-,S,999413.HMPREF1094_03178,4.519999999999999e-101,293,Domain of unknown function (DUF4358),-,-,-,-,-,-,-,-,-,-,-,-,DUF4358,NA,NA,NA
RCHGF000189,metabolic process;cellular process;localization;,AENW01000058,null,"HMPREF9406_1479, EFR35815.1",Membrane-bound alginate O-acetylation protein AlgI (EC 2.3.1.-),2.44,176,0.466,5.23,1.71e-7,3.82e-6,Membrane-bound alginate O-acetylation protein AlgI (EC 2.3.1.-),MBOAT family protein,positive,1380,460,0.637608695652175,53091.7456,9.70074462890625,None,K19294 - algI - alginate O-acetyltransferase complex protein AlgI,(M) Cell wall/membrane/envelop biogenesis,-,M,908340.HMPREF9406_1479,0,873,membrane protein involved in D-alanine export,algI,-,-,ko:K19294,-,-,-,-,ko00000,-,-,-,MBOAT,GUP,NA,glycerol:proton symporter
